movie_cast_key,movie_id,person_id,character_name,gender_id
852,155,1424043,"Judge Freel",0
853,155,1220201,"Maroni's Mistress",1
854,155,147895,"Gambol's Bodyguard (as Chucky Venn)",0
855,155,1195758,"Gambol's Bodyguard (as Winston Ellis)",0
856,155,83854,"Joker's Thug",2
857,155,1870613,Reporter,0
858,155,1313093,Heckler,0
859,155,1678566,"Cop Heckler",0
860,155,176227,"Acting Commissioner",2
861,155,1870614,"Officer at Intersection",0
862,155,1870615,"Convoy Leader",0
863,155,1870616,"Fat Thug",0
864,155,1128854,Murphy,0
865,155,29617,"Cop with Fat Thug",2
866,155,1781739,Medic,0
867,155,26669,"Cop at 250 52nd St.",2
868,155,1631707,Nurse,0
869,155,143328,Polk,2
870,155,1464854,Berg,0
871,155,1870623,"Cop at Hospital",0
872,155,1870620,Bartender,0
873,155,1624910,Civilian,2
874,155,78047,"First Mate",2
875,155,47525,"Prison Ferry Pilot",2
876,155,1238461,"Guard Commander",0
877,155,1232399,Businessman,0
878,155,1661772,Mother,0
879,155,122345,Passenger,0
880,155,1215332,Passenger,0
881,155,209990,Passenger,0
882,155,139946,Passenger,1
883,155,1070855,Passenger,0
884,155,1674439,"SWAT Sniper",2
885,155,1870625,"SWAT Leader",0
886,155,141770,"Prisoner on Ferry",2
887,155,8396,"Tattooed Prisoner",2
888,155,1394354,"Reporter #3",0
889,155,29616,Evans,2
890,155,1870627,"Honor Guard Man",0
891,155,170230,"Uniform Cop",2
892,155,75076,"Bounty Hunter",2
893,155,971049,"Bounty Hunter",2
894,155,1870629,"Fox's Secretary",0
895,155,119414,"Passenger Ferry Pilot",2
896,155,1870631,Guardsman,0
897,155,1655526,Warden,0
898,155,95716,"Corrections Officer",0
899,155,1122545,Prisoner,0
900,155,578699,Prisoner,0
901,155,126316,Prisoner,0
902,155,1132153,Prisoner,2
903,155,1599260,"Hong Kong Detective",2
904,155,1870636,"Honor Guard Leader",0
905,155,1870637,"Gordon's Daughter",0
906,155,1870638,"Armored Car SWAT",0
907,155,1161711,"Waiter (uncredited)",0
908,155,580566,"Bank Patron (uncredited)",0
909,155,1128275,"Party Guest (uncredited)",0
910,155,1185594,"Party Guest with Glass (uncredited)",0
911,155,1197335,"Party Guest (uncredited)",0
912,155,1552999,"Lau Henchman (uncredited)",0
913,155,1192165,"Paramedic (uncredited)",1
914,155,1131169,"Chechen Gangster (uncredited)",0
915,155,580567,"Press Conference Heckler (uncredited)",0
916,155,228305,"Pedestrian (uncredited)",0
917,155,1392731,"Ferry Passenger (uncredited)",1
918,155,593182,"Police Officer (uncredited)",0
919,155,1086373,"Prisoner (uncredited)",0
920,155,1207205,"Immigrant Ferry Passenger (uncredited)",0
921,155,18070,"Shotgun SWAT (uncredited)",2
922,155,580560,"Parade Police Officer (uncredited)",0
923,155,505400,"Maroni's Henchman (uncredited)",0
924,155,1058964,"Assistant D.A. (uncredited)",0
925,155,1261397,"Police Sgt. Spellman / Gotham Bomb Squad (uncredited)",0
926,155,1551776,"Helicopter SWAT Sniper (uncredited)",0
927,155,1111803,"Ferry Passenger (uncredited)",2
928,155,1360008,"Officer (uncredited)",2
929,155,1426334,"Joker's Thug #2 (uncredited)",0
930,155,30450,"Prisoner (uncredited)",2
931,155,1209046,"Party Guest (uncredited)",0
932,155,1058963,"Angry Hospital Relative (uncredited)",0
933,155,98994,"Evacuee (uncredited)",0
934,155,1108073,"High-Ranking Police Official (uncredited)",0
935,155,1185600,"Extra (uncredited)",0
936,155,1209051,"Dept. of Corrections Resident (uncredited)",0
937,155,99223,"Detective (uncredited)",0
938,155,79810,"Police Officer (uncredited)",0
939,155,204276,"Chechen's Bodyguard (uncredited)",0
940,155,1209055,"Detective (uncredited)",0
941,155,1512023,"Party Guest (uncredited)",0
942,155,127005,"Major Crime Unit Detective (uncredited)",2
943,155,1380656,"Party Staff (uncredited)",0
944,1726,3223,"Tony Stark / Iron Man",2
945,1726,18288,"Lt. Col. James Rhodey Rhodes / War Machine",2
946,1726,1229,"Obadiah Stane / Iron Monger",2
947,1726,17857,Yinsen,2
948,1726,12052,"Virginia Pepper Potts",1
949,1726,57452,Raza,2
950,1726,6162,"J.A.R.V.I.S. (voice)",2
951,1726,57451,"Christine Everhart",1
952,1726,9048,"Agent Phil Coulson",2
953,1726,163671,"Award Ceremony Narrator (voice)",2
954,1726,15277,"Happy Hogan",2
955,1726,2231,"Director Nick Fury",2
956,1726,7624,"Stan Lee",2
957,1726,78299,Guard,0
958,1726,203468,"Jim Cramer",0
959,1726,173810,"Abu Bakaar",2
960,1726,17200,"General Gabriel",2
961,1726,12708,"William Ginter Riva",2
962,1726,40275,"Major Allen",2
963,1726,54809,Guard,2
964,1726,944830,Guard,2
965,1726,1209417,Guard,0
966,1726,95698,Jimmy,2
967,1726,1209418,Pratt,2
968,1726,62037,Ramirez,1
969,1726,183439,Ahmed,2
970,1726,109669,Omar,0
971,1726,104669,"Howard Stark",2
972,1726,1209419,"Viper 1",0
973,1726,195442,"Viper 2",2
974,1726,142213,"Amira Ahmed",1
975,1726,1209702,"Colonel Craig",0
976,1726,1209703,"Dealer at Craps Table",0
977,1726,183037,"Woman at Craps Table",1
978,1726,1209704,"Woman at Craps Table",0
979,1726,214951,Engineer,0
980,1726,205362,"Air Force Officer",2
981,1726,939869,"Woman In SUV",1
982,1726,1209705,"Kid in SUV",2
983,1726,1209706,"Kid in SUV",0
984,1726,1209707,"Kid in SUV",1
985,1726,1209708,"Kid in SUV",0
986,1726,1209709,"Kid in SUV",1
987,1726,1209710,"Gulmira Kid",0
988,1726,206423,"Gulmira Mom",0
989,1726,133121,Reporter,2
990,1726,181895,Reporter,0
991,1726,62843,Reporter,1
992,1726,204606,Reporter,0
993,1726,210842,"Flight Attendant",0
994,1726,205720,"Flight Attendant",1
995,1726,1005698,"Flight Attendant",1
996,1726,1209711,"Air Force Lieutenant",0
997,1726,90721,"Zorianna Kit",0
998,1726,169681,"Stan's Girl",0
999,1726,1209712,"Stan's Girl",0
1000,1726,1209713,"Stan's Girl",0
